Time,rnti,SFN,elapsed,CFI,RBmeanllr,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1698072545766,65535,3125,0.12,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072545780,1895,3139,0.16,1,1.51,0.0,30.0,8.0,1,26,-2,7992,-2,13,10
1698072545786,1895,3145,0.09,3,1.73,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545786,65535,3145,0.09,3,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545790,65534,3149,0.17,2,1.47,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072545794,1895,3153,0.13,1,1.41,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545795,1895,3154,0.11,1,1.38,0.0,30.0,8.0,1,12,-2,176,-2,1,10
1698072545799,1927,3158,0.16,1,1.52,6.0,27.0,17.0,1,7,-2,680,-2,3,11
1698072545806,65535,3165,0.14,2,1.69,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545807,1927,3166,0.54,1,1.82,6.0,27.0,17.0,1,7,-2,680,-2,3,11
1698072545811,1895,3170,0.21,2,1.93,2.0,30.0,8.0,1,1,-2,88,-2,3,10
1698072545812,1895,3171,0.37,3,1.72,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545812,1895,3171,0.37,3,2.02,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072545815,1927,3174,0.21,1,1.74,6.0,27.0,17.0,1,7,-2,680,-2,3,11
1698072545816,1895,3175,0.12,2,2.16,2.0,30.0,8.0,1,8,-2,392,-2,3,10
1698072545826,65535,3185,0.25,3,1.63,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545826,1895,3185,0.25,3,2.0,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545830,65534,3189,0.31,2,1.49,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072545834,1895,3193,0.22,1,1.53,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545835,1895,3194,0.12,2,1.79,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545836,1895,3195,0.4,2,0.99,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545837,1895,3196,0.24,1,1.55,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545838,1895,3197,0.26,2,1.58,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545839,1927,3198,0.46,2,1.58,6.0,27.0,17.0,1,7,-2,680,-2,3,11
1698072545839,1895,3198,0.46,2,0.92,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545841,65535,3200,0.21,3,1.59,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072545842,1895,3201,0.83,2,1.49,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072545843,1895,3202,0.43,2,1.97,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072545844,1895,3203,0.41,2,1.98,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072545846,65535,3205,0.4,2,1.5,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072545851,65535,3210,0.25,2,1.57,2.0,0.0,0.0,1,18,-2,776,-2,50,3
1698072545856,65535,3215,0.27,2,1.43,2.0,0.0,0.0,1,18,-2,776,-2,6,3
1698072545861,65535,3220,0.29,2,1.54,2.0,0.0,0.0,1,4,-2,120,-2,12,3
1698072545866,65535,3225,0.24,2,1.54,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545870,65534,3229,0.24,3,1.45,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072545886,65535,3245,0.17,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545906,65535,3265,0.19,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545910,65534,3269,0.28,2,1.43,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072545921,65535,3280,0.28,2,1.46,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072545926,65535,3285,0.22,2,1.53,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072545946,65535,3305,0.1,2,1.5,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545950,65534,3309,0.17,2,1.41,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072545966,65535,3325,0.31,2,1.6,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545986,65535,3345,0.3,2,1.67,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072545990,65534,3349,0.26,2,1.6,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546001,65535,3360,0.32,2,1.78,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546006,65535,3365,0.33,2,1.88,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546010,65534,3369,0.42,2,1.78,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546026,65535,3385,0.21,2,1.67,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546046,65535,3405,0.24,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546066,65535,3425,0.1,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546070,65534,3429,0.24,2,1.35,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546081,65535,3440,0.1,2,1.36,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546086,65535,3445,0.04,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546090,65534,3449,0.16,2,1.29,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546106,65535,3465,0.33,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546110,65534,3469,0.25,2,1.44,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546116,1831,3475,0.24,1,1.32,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546124,1831,3483,0.22,1,1.45,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546126,65535,3485,0.17,2,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546130,65534,3489,0.17,2,1.43,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546132,1831,3491,0.19,1,1.18,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546140,1831,3499,0.18,1,1.33,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546146,65535,3505,0.16,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546150,65534,3509,0.1,2,1.4,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546156,1831,3515,0.22,1,1.41,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546161,65535,3520,0.19,2,1.44,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546166,65535,3525,0.17,2,1.41,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546186,65535,3545,0.09,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546196,1831,3555,0.17,2,1.72,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546197,1831,3556,0.18,1,1.41,0.0,3.0,16.0,1,12,-2,1192,-2,6,9
1698072546204,1831,3563,0.16,1,1.76,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546206,65535,3565,0.2,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546212,1831,3571,0.19,2,1.79,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546213,1831,3572,0.26,1,1.44,0.0,3.0,16.0,1,30,-2,1192,-2,6,9
1698072546220,1831,3579,0.14,2,1.36,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546226,65535,3585,0.06,2,1.41,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546229,1831,3588,0.14,1,1.63,0.0,3.0,16.0,1,29,-2,1192,-2,6,9
1698072546236,1831,3595,0.23,2,1.82,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546241,65535,3600,0.17,2,1.44,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546246,65535,3605,0.09,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546266,65535,3625,0.14,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546270,65534,3629,0.11,2,1.45,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546276,1831,3635,0.18,1,1.51,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546286,65535,3645,0.08,2,1.54,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546306,65535,3665,0.24,2,1.61,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546310,65534,3669,0.16,2,1.57,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546316,1831,3675,0.2,1,1.44,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546319,1927,3678,0.25,1,1.5,6.0,27.0,17.0,1,7,-2,680,-2,3,11
1698072546320,1927,3679,0.03,1,1.69,0.0,27.0,17.0,1,14,-2,744,-2,3,11
1698072546321,65535,3680,0.14,2,1.55,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546326,65535,3685,0.15,2,1.48,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546327,1927,3686,0.38,2,1.98,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546328,1927,3687,0.44,2,1.88,0.0,27.0,17.0,1,14,-2,744,-2,3,11
1698072546335,1927,3694,0.21,2,2.06,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546336,1927,3695,0.24,2,1.49,0.0,27.0,17.0,1,30,-2,744,-2,3,11
1698072546343,1927,3702,0.21,2,1.85,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546344,1927,3703,0.31,2,1.55,0.0,27.0,17.0,1,31,-2,744,-2,3,11
1698072546346,65535,3705,0.15,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546352,1927,3711,0.3,2,1.49,0.0,27.0,17.0,1,29,-2,744,-2,3,11
1698072546356,1831,3715,0.35,1,1.46,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546359,1927,3718,0.31,2,1.9,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546364,1831,3723,0.32,2,1.29,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546366,65535,3725,0.32,2,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546380,1831,3739,0.21,1,1.37,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546386,65535,3745,0.36,2,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546390,65534,3749,0.09,2,1.38,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546396,1831,3755,0.21,1,1.41,6.0,3.0,16.0,1,0,-2,56,-2,3,9
1698072546401,65535,3760,0.32,2,1.46,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546406,65535,3765,0.21,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546426,65535,3785,0.29,2,1.45,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546430,65534,3789,0.21,2,1.39,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546446,65535,3805,0.14,2,1.4,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546466,65535,3825,0.45,3,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546470,65534,3829,0.67,2,1.48,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546481,65535,3840,0.28,3,1.56,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072546486,65535,3845,0.23,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546491,65535,3850,0.28,2,1.63,2.0,0.0,0.0,1,18,-2,776,-2,50,3
1698072546496,65535,3855,0.25,2,1.46,2.0,0.0,0.0,1,18,-2,776,-2,6,3
1698072546501,65535,3860,0.28,2,1.54,2.0,0.0,0.0,1,4,-2,120,-2,12,3
1698072546506,65535,3865,0.26,2,1.72,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546510,65534,3869,0.17,2,1.44,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546526,65535,3885,0.2,2,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546546,65535,3905,0.52,2,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546561,65535,3920,0.64,3,1.51,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072546566,65535,3925,0.27,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546586,65535,3945,0.26,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546590,65534,3949,0.21,2,1.35,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546606,65535,3965,0.62,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546610,65534,3969,0.18,2,1.33,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546626,65535,3985,0.46,2,1.42,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546630,65534,3989,0.26,2,1.42,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546641,65535,4000,0.22,2,1.49,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546646,65535,4005,0.25,2,1.41,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546650,65534,4009,0.26,2,1.37,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546666,65535,4025,0.2,2,1.41,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546686,65535,4045,0.16,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546690,65534,4049,0.14,2,1.42,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546706,65535,4065,0.22,2,1.45,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546716,1831,4075,0.27,2,1.77,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546721,65535,4080,0.23,2,1.49,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546724,1831,4083,0.25,2,1.71,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546726,65535,4085,0.22,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546730,65534,4089,0.24,2,1.32,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546732,1831,4091,0.3,2,1.64,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546733,1831,4092,0.36,2,1.45,0.0,3.0,16.0,1,30,-2,1192,-2,6,9
1698072546740,1831,4099,0.29,2,1.57,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546741,1831,4100,0.04,1,1.57,0.0,3.0,16.0,1,31,-2,1192,-2,6,9
1698072546746,65535,4105,0.31,2,1.46,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546749,1831,4108,0.25,2,1.51,0.0,3.0,16.0,1,29,-2,1192,-2,6,9
1698072546756,1831,4115,0.22,2,1.8,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072546756,1895,4115,0.22,2,1.77,0.0,30.0,8.0,1,3,-2,104,-2,2,10
1698072546764,1895,4123,0.6,2,1.5,0.0,30.0,8.0,1,3,-2,104,-2,2,10
1698072546766,1895,4125,0.51,3,1.64,0.0,30.0,8.0,1,3,-2,104,-2,2,10
1698072546766,65535,4125,0.51,3,1.4,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546772,1895,4131,0.81,3,1.56,0.0,30.0,8.0,1,4,-2,120,-2,2,10
1698072546774,1895,4133,0.54,3,1.83,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072546775,1895,4134,0.44,3,1.89,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072546775,1895,4134,0.44,3,1.5,0.0,30.0,8.0,1,29,-2,0,-2,4,10
1698072546783,1895,4142,0.59,3,1.97,2.0,30.0,8.0,1,29,-2,56,-2,3,10
1698072546786,65535,4145,0.28,3,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546801,65535,4160,0.44,2,1.45,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546806,65535,4165,0.43,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546826,65535,4185,0.19,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546839,1927,4198,0.26,2,1.93,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546841,1927,4200,0.24,3,1.7,0.0,27.0,17.0,1,12,-2,1608,-2,8,11
1698072546846,65535,4205,0.41,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546847,1927,4206,0.6,2,1.95,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546849,1927,4208,0.32,2,1.85,0.0,27.0,17.0,1,12,-2,1608,-2,8,11
1698072546855,1927,4214,0.41,2,2.05,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546857,1927,4216,0.31,2,1.95,0.0,27.0,17.0,1,30,-2,1608,-2,8,11
1698072546863,1927,4222,0.15,2,1.99,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546865,1927,4224,0.15,2,1.92,0.0,27.0,17.0,1,31,-2,1608,-2,8,11
1698072546866,65535,4225,0.23,2,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546870,65534,4229,0.37,2,1.45,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072546873,1927,4232,0.34,3,1.84,0.0,27.0,17.0,1,29,-2,1608,-2,8,11
1698072546879,1927,4238,0.24,2,1.92,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072546881,65535,4240,0.26,2,1.42,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546886,65535,4245,0.22,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546890,65534,4249,0.18,2,1.41,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546906,65535,4265,0.36,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546910,65534,4269,0.41,2,1.49,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546926,65535,4285,0.29,2,1.48,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546946,65535,4305,0.31,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072546950,65534,4309,0.3,2,1.42,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072546961,65535,4320,0.18,2,1.44,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072546966,65535,4325,0.28,2,1.45,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072546986,65535,4345,0.39,2,1.54,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547006,65535,4365,0.31,2,1.48,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547010,65534,4369,0.32,2,1.52,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072547026,65535,4385,0.38,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547041,65535,4400,0.26,2,1.53,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547046,65535,4405,0.49,2,1.42,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547066,65535,4425,0.28,2,1.43,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547086,65535,4445,0.29,2,1.41,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547090,65534,4449,0.21,2,1.46,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547106,65535,4465,0.2,2,1.46,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547121,65535,4480,0.41,2,1.51,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547126,65535,4485,0.16,2,1.4,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547130,65534,4489,0.18,2,1.35,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547131,65535,4490,0.46,2,1.41,2.0,0.0,0.0,1,18,-2,776,-2,50,3
1698072547136,65535,4495,0.22,2,1.5,2.0,0.0,0.0,1,18,-2,776,-2,6,3
1698072547141,65535,4500,0.39,2,1.37,2.0,0.0,0.0,1,4,-2,120,-2,12,3
1698072547146,65535,4505,0.24,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547150,65534,4509,0.26,2,1.34,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547166,65535,4525,0.29,2,1.44,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547186,65535,4545,0.07,2,1.53,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547190,65534,4549,0.23,2,1.36,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547201,65535,4560,0.27,2,1.47,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547206,65535,4565,0.29,2,1.59,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547210,65534,4569,0.24,2,1.32,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547226,65535,4585,0.18,2,1.45,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547236,1831,4595,0.23,1,1.39,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072547244,1831,4603,0.37,2,1.71,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072547245,1831,4604,0.3,1,1.59,0.0,3.0,16.0,1,11,-2,872,-2,5,9
1698072547246,65535,4605,0.25,2,1.46,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547250,65534,4609,0.05,2,1.47,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547252,1831,4611,0.32,1,1.77,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072547253,1831,4612,0.1,1,1.74,0.0,3.0,16.0,1,30,-2,872,-2,5,9
1698072547260,1831,4619,0.05,1,1.31,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072547266,65535,4625,0.22,2,1.5,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547269,1831,4628,0.27,1,1.68,0.0,3.0,16.0,1,29,-2,872,-2,5,9
1698072547276,1831,4635,0.29,2,1.65,6.0,3.0,16.0,1,4,-2,392,-2,3,9
1698072547281,65535,4640,0.3,2,1.47,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547286,1895,4645,0.34,3,1.69,0.0,30.0,8.0,1,4,-2,696,-2,10,10
1698072547286,65535,4645,0.34,3,1.5,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547290,65534,4649,0.09,2,1.48,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547295,1895,4654,0.07,2,1.85,2.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072547306,65535,4665,0.26,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547318,1895,4677,0.15,2,1.87,0.0,30.0,8.0,1,8,-2,808,-2,6,10
1698072547326,65535,4685,0.08,2,1.46,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547330,65534,4689,0.11,2,1.46,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547337,1895,4696,0.24,1,0.9,2.0,30.0,8.0,1,22,-2,11448,-2,25,10
1698072547346,65535,4705,0.12,2,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547359,1927,4718,0.24,2,2.0,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072547360,1927,4719,0.24,2,2.07,0.0,27.0,17.0,1,12,-2,1192,-2,6,11
1698072547361,65535,4720,0.25,2,1.51,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547366,65535,4725,0.03,2,1.54,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547367,1927,4726,0.33,2,1.96,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072547368,1927,4727,0.17,2,1.9,0.0,27.0,17.0,1,12,-2,1192,-2,6,11
1698072547370,65534,4729,0.21,1,1.61,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547375,1927,4734,0.1,2,1.93,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072547376,1927,4735,0.17,2,1.95,0.0,27.0,17.0,1,30,-2,1192,-2,6,11
1698072547383,1927,4742,0.3,2,2.04,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072547384,1927,4743,0.37,2,1.96,0.0,27.0,17.0,1,31,-2,1192,-2,6,11
1698072547386,65535,4745,0.19,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547392,1927,4751,0.31,2,1.79,0.0,27.0,17.0,1,29,-2,1192,-2,6,11
1698072547399,1927,4758,0.1,2,1.92,2.0,27.0,17.0,1,7,-2,328,-2,3,11
1698072547406,65535,4765,0.2,2,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547426,65535,4785,0.12,2,1.49,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547430,65534,4789,0.22,1,1.54,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547441,65535,4800,0.2,2,1.5,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547446,65535,4805,0.07,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547452,1683,4811,0.28,1,1.08,2.0,28.0,16.0,1,20,-2,11064,-2,28,5
1698072547466,65535,4825,0.09,2,1.58,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547486,65535,4845,0.14,2,1.51,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547490,65534,4849,0.23,2,1.45,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547506,65535,4865,0.07,2,1.52,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547521,65535,4880,0.23,2,1.44,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547526,65535,4885,0.27,2,1.59,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547546,65535,4905,0.23,2,1.55,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547566,65535,4925,0.12,2,1.62,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547570,65534,4929,0.2,2,1.47,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547586,65535,4945,0.28,2,1.53,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547592,1683,4951,0.31,2,1.27,6.0,28.0,16.0,1,0,-2,56,-2,3,5
1698072547593,1683,4952,0.22,1,1.35,0.0,28.0,16.0,1,3,-2,568,-2,10,5
1698072547600,1831,4959,0.29,1,1.75,6.0,3.0,16.0,2,8,17,5352,11448,21,9
1698072547601,1683,4960,0.2,2,1.82,0.0,28.0,16.0,1,30,-2,568,-2,10,5
1698072547601,65535,4960,0.2,2,1.39,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072547606,65535,4965,0.24,2,1.48,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072547609,1683,4968,0.26,2,1.75,0.0,28.0,16.0,1,31,-2,568,-2,10,5
1698072547610,65534,4969,0.41,2,1.44,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072547616,1831,4975,0.26,1,1.85,6.0,3.0,16.0,2,0,21,120,3368,5,9
1698072547626,65535,4985,0.22,2,1.53,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072547629,5,4988,0.26,2,1.45,2.0,0.0,0.0,1,1,-2,56,-2,6,1
1698072547630,65534,4989,0.46,2,1.46,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072547642,2041,5001,0.35,2,1.49,2.0,16.0,4.0,1,0,-2,328,-2,12,12
1698072547646,65535,5005,0.18,2,1.48,2.0,0.0,0.0,1,6,-2,176,-2,3,3
