Time,rnti,SFN,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1666257036498,54519,9096,0.0,48.0,8.0,1,15,-2,1128,-2,4,8
1666257036506,54519,9104,0.0,48.0,8.0,1,30,-2,1128,-2,4,8
1666257036507,65535,9105,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036523,65535,9121,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036527,65535,9125,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036534,65535,9132,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036542,65535,9140,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036547,65535,9145,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036562,65535,9160,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036562,18863,9160,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257036567,65535,9165,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036587,65535,9185,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036602,65535,9200,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036607,65535,9205,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036611,65534,9209,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036627,65535,9225,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036638,2,9236,2.0,0.0,0.0,1,1,-2,56,-2,3,1
1666257036647,65535,9245,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036659,43291,9257,0.0,12.0,5.0,1,5,-2,680,-2,8,7
1666257036662,43291,9260,0.0,12.0,5.0,1,5,-2,680,-2,8,7
1666257036663,43291,9261,0.0,12.0,5.0,1,5,-2,680,-2,8,7
1666257036664,43291,9262,0.0,12.0,5.0,1,5,-2,680,-2,8,7
1666257036667,43291,9265,6.0,12.0,5.0,1,0,-2,88,-2,4,7
1666257036667,54519,9265,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036667,65535,9265,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036683,65535,9281,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036684,57333,9282,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257036687,65535,9285,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036691,65534,9289,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036694,43291,9292,6.0,12.0,5.0,1,8,-2,2024,-2,8,7
1666257036694,65535,9292,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036702,43291,9300,0.0,12.0,5.0,1,20,-2,1736,-2,4,7
1666257036702,65535,9300,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036703,43291,9301,0.0,12.0,5.0,1,18,-2,696,-2,2,7
1666257036704,43291,9302,0.0,12.0,5.0,1,20,-2,840,-2,2,7
1666257036705,43291,9303,0.0,12.0,5.0,1,20,-2,840,-2,2,7
1666257036706,43291,9304,0.0,12.0,5.0,1,20,-2,840,-2,2,7
1666257036707,43291,9305,0.0,12.0,5.0,1,20,-2,840,-2,2,7
1666257036707,65535,9305,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036707,54519,9305,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036708,43291,9306,0.0,12.0,5.0,1,18,-2,696,-2,2,7
1666257036722,43291,9320,0.0,12.0,5.0,1,20,-2,1736,-2,4,7
1666257036722,65535,9320,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036727,65535,9325,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036731,65534,9329,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036742,65535,9340,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036747,65535,9345,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036747,54519,9345,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036761,43291,9359,6.0,12.0,5.0,1,14,-2,3496,-2,8,7
1666257036762,65535,9360,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036767,65535,9365,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036769,43291,9367,0.0,12.0,5.0,1,26,-2,584,-2,1,7
1666257036770,43291,9368,0.0,12.0,5.0,1,26,-2,1192,-2,2,7
1666257036771,65534,9369,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036771,43291,9369,0.0,12.0,5.0,1,27,-2,1256,-2,2,7
1666257036772,43291,9370,0.0,12.0,5.0,1,27,-2,1256,-2,2,7
1666257036773,43291,9371,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036774,43291,9372,0.0,12.0,5.0,1,26,-2,1192,-2,2,7
1666257036775,43291,9373,0.0,12.0,5.0,1,26,-2,1192,-2,2,7
1666257036776,43291,9374,0.0,12.0,5.0,1,23,-2,1480,-2,3,7
1666257036778,43291,9376,6.0,12.0,5.0,1,0,-2,88,-2,4,7
1666257036778,43291,9376,0.0,12.0,5.0,1,23,-2,1000,-2,2,7
1666257036779,43291,9377,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036780,43291,9378,6.0,12.0,5.0,1,3,-2,392,-2,4,7
1666257036780,43291,9378,0.0,12.0,5.0,1,24,-2,1064,-2,2,7
1666257036781,43291,9379,0.0,12.0,5.0,1,24,-2,1064,-2,2,7
1666257036782,43291,9380,0.0,12.0,5.0,1,24,-2,1064,-2,2,7
1666257036783,43291,9381,0.0,12.0,5.0,1,23,-2,1000,-2,2,7
1666257036784,43291,9382,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036785,43291,9383,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036786,43291,9384,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036787,65535,9385,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036789,43291,9387,0.0,12.0,5.0,1,26,-2,584,-2,1,7
1666257036791,43291,9389,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036792,43291,9390,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036793,43291,9391,0.0,12.0,5.0,1,25,-2,1128,-2,2,7
1666257036794,43291,9392,0.0,12.0,5.0,1,26,-2,1192,-2,2,7
1666257036795,43291,9393,0.0,12.0,5.0,1,26,-2,1192,-2,2,7
1666257036797,43291,9395,6.0,12.0,5.0,1,0,-2,88,-2,4,7
1666257036807,65535,9405,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036807,31355,9405,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257036827,54519,9425,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036827,65535,9425,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036828,54519,9426,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036835,54519,9433,6.0,48.0,8.0,1,0,-2,648,-2,24,8
1666257036843,65535,9441,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036844,57333,9442,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257036847,65535,9445,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036854,65535,9452,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036862,65535,9460,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036867,65535,9465,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036882,65535,9480,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036882,18863,9480,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257036887,65535,9485,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036891,65534,9489,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036907,65535,9505,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036921,43291,9519,0.0,12.0,5.0,1,29,-2,0,-2,1,7
1666257036922,65535,9520,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036927,65535,9525,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036947,65535,9545,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036967,31355,9565,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257036967,65535,9565,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036987,65535,9585,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037003,65535,9601,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257037004,57333,9602,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257037007,65535,9605,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037011,65534,9609,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257037014,65535,9612,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257037022,65535,9620,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257037027,65535,9625,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037042,18863,9640,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257037042,65535,9640,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257037047,65535,9645,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037062,65535,9660,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037067,65535,9665,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037081,43291,9679,0.0,12.0,5.0,1,29,-2,0,-2,1,7
1666257037082,65535,9680,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257037087,65535,9685,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257037091,65534,9689,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257037107,65535,9705,2.0,0.0,0.0,1,6,-2,176,-2,4,3
